"","support","text","inCA","influential","username","bio"
"979","no","#prop16 doesn't allow diversity as the ballot language says, it only allows government backed racial discrimination.

Don't be fooled!

Vote No on #prop16!

The #poll report on #prop16 is page 10:

https://t.co/G3xKo0dM7R https://t.co/gUgp52ADjc","yes","no","aparnamadireddi","San Ramon Mayoral Candidate. CoCo County Census District II Rep. Open Space Advisory Committee Chair. Master's in Geography, focus on land use planning. She/Her"
"980","no","<U+0093>It<U+0092>s unprecedented.<U+0094>

Last month, #SJSharks &amp; 6 other Bay Area teams (incl Warriors/49ers/Giants), announced endorsement of #Prop16.

@evapaterson from @equaljustice on why teams got behind this measure &amp; whether you can separate politics/social issues: https://t.co/yxHqizjQli","yes","yes","SharksJosh95","Die Hard Sharks/#FTTB/Cal<U+0001F3C8> Fan. Also like: Dubs, Michigan<U+0001F3C8>, Pats, Quakes, A's, STL Cards, other Cal/UMich/UCSB Sports. OT/S. Opinions are my own. He/Him/His."
"981","no","Daily Practice of ""Saying No on #Prop16""

Bilingual Poster (Chinese): Go Vote!

For more flyers:
https://t.co/TSqWDORKAQ

#UnityNotDivision https://t.co/L7iiLZ3CO2","no","no","couryshen",NA
"982","no","Here it is!

@KTVU on our car rally at Milpitas.

Vote No On #prop16!

We do not need a caste system here in the USA https://t.co/70exiV6bjt","no","no","couryshen",NA
"983","no","@1ruthlessmom #Prop16 @NoProp16 that CCP Cui<U+0092>s title listed one CAA web site is <U+0093><U+4E2D><U+6587><U+6570><U+5B57><U+4E92><U+52A8><U+5185><U+5BB9><U+4E13><U+5458><U+0094>, which could be translated verbatim as Chinese digital media interactive content specialist.  He is tasked to come up with some bullshit content to target the Chinese community.","no","no","america_stark",NA
"984","no","@sgarly Hmmm... a Chinese National is concerned about destroying the GOP?  WTF? #Prop16 @NoProp16","no","no","america_stark",NA
"985","no","#prop16 @NoProp16 https://t.co/B1ywMP4cVo","no","no","america_stark",NA
"986","no","@sisyphean2020 @CAAsanfrancisco @saruhli @TeenVogue #prop16 @byvinpan is working tirelessly on a prepared speech!  To be edited by CCP Cui and Snarly Zhang @CAAsanfrancisco","no","no","america_stark",NA
"987","no","Thank you for your stand up to #prop16! @LTwoC @Johnny_Congress @AsmStevenChoi68 @BradleyCongress  @BuzzPatterson @Alison4Congress @GregRaths @junecutter @YoungKimCA @KansenChu @ShannonGroveCA @SenatorMoorlach @CASenatorJim @AsmEdChau https://t.co/13pzTCdpTR","yes","yes","Alison4Congress","Special Ed Teacher for #SafeProsperity
#FamilyFirst  #CutTaxesRegs #LawAndOrder http://secure.Winred.com/AlisonHayden/d<U+0085>"
"988","yes","#AAPI community leaders, business owners and elected officials who support #Prop16 gathered to talk about the ways in which the ballot measure can help minority-owned small businesses. https://t.co/TyMk0IYTjk","yes","no","longorio","General Music Teacher TK-5 <U+0001F941>Classroom Drum Circle Project LBUSD, CMEA <U+0001F3C6>, Latina <U+0001F1E7><U+0001F1F7>, & DKG President <U+0001F339>"
"989","no","According to the NEWLY RELEASED #California Asian American Voter Survey, just as many #AsianAmerican registered voters support reinstating #AffirmativeAction as are undecided about #Prop16 - 36%.

Only 22% of Asian Americans oppose #Prop16, but there's lots of room for persuasion https://t.co/rfQKxqK1n3","yes","yes","ProfHsieh","She/her/hers. Director/Prof of Tchr Ed @LaFetra_ULV BLM I research #AsianAmericanTeachers: Reflection promotes growth. TEDx: http://bit.ly/tedxcsulbprofhsieh"
"990","no","#SanFrancisco #prop16 https://t.co/7iLUREdy3P","yes","no","citizenj17","A middle class man living in the Tenderloin District. Changing district<U+0092>s status as containment zone, ONE tweet at the time."
"991","no","#prop16 doesn't allow diversity as the ballot language says, it only allows government backed racial discrimination.

Don't be fooled!

Vote No on #prop16!

The #poll report on #prop16 is page 10:

https://t.co/G3xKo0dM7R https://t.co/gUgp52ADjc","no","no","mathewb2c",NA
"992","no","Why is Regent Sherry Lansing ""horrified"" by surveys that are showing voters are against #Prop16? This is the voice &amp; will of the people fighting government overreach. Represent, do not dictate your elitist condescension, Regent Lansing. #NoOnProp16   https://t.co/5R87p4RQt8","no","no","mathewb2c",NA
"993","no","#Prop16 will divide Californians into unequal sub-groups, increase conflict among different races, and patronize people by presuming that they cannot succeed on their own - California affirmative action measure Prop 16 behind in poll | The Sacramento Bee https://t.co/CBGBUZy679","no","no","mathewb2c",NA
"994","no","@SteveMillerOC NYC here. Don't get complacent. Cast your ballots. NYC parents are watching this #Prop16 mess and are counting on sensible people voting it down.","no","no","mathewb2c",NA
"995","no","@InayaFolarin This is exactly why we need to stop #Prop16 in #California","no","yes","JohnSungKim","2x founder of startups worth $7 Billion. 2x unicorn angel. Follow me for horrible advice."
"996","yes","Part of the #Progressive vision requires a downtrodden underclass they can act as <U+0093>Saviors<U+0094> to. 

It<U+0092>s why they spend millions encouraging drug addiction (#SanFrancisco), and millions more trying to stop the success of Asian Americans (#Prop16) who have rejected White Saviors. https://t.co/RsTYzneIoc","no","yes","JohnSungKim","2x founder of startups worth $7 Billion. 2x unicorn angel. Follow me for horrible advice."
"997","no","This Saturday two car rallies against #prop16:

Please register and join!

And these are real car rallies, not like the @yesprop16 shabby fake one for some other country!

Like and RT!

https://t.co/p8icGcpeJu https://t.co/h2IYrqFwOM","yes","no","Anne66959881","God, Country, Family and a cute puppy named Sam"
"998","no","#prop16 doesn't allow diversity as the ballot language says, it only allows government backed racial discrimination.

Don't be fooled!

Vote No on #prop16!

The #poll report on #prop16 is page 10:

https://t.co/G3xKo0dM7R https://t.co/gUgp52ADjc","no","no","yo_its_lo_","<U+0093>pretty, smart, strong, fast, happy, tough, girl; I love you<U+0094> black lives matter"
"999","no","@SteveMillerOC NYC here. Don't get complacent. Cast your ballots. NYC parents are watching this #Prop16 mess and are counting on sensible people voting it down.","no","no","spewbaca","NYC parent. Stuy alum. Tech geek. Politics nut. It's not about Left or Right. It's about Right or Wrong. Live outside the lines."
"1000","no","@gladlee @SaxSF Vote NO on #Prop16 to say NO to discrimination.

""Education equity"" is code for discrimination, preferential treatment, and quotas.

#NoOnProp16","no","no","spewbaca","NYC parent. Stuy alum. Tech geek. Politics nut. It's not about Left or Right. It's about Right or Wrong. Live outside the lines."
"1001","no","#prop16 doesn't allow diversity as the ballot language says, it only allows government backed racial discrimination.

Don't be fooled!

Vote No on #prop16!

The #poll report on #prop16 is page 10:

https://t.co/G3xKo0dM7R https://t.co/gUgp52ADjc","yes","no","GGChrispynachos","AKA Chris Pontius | He/him | 19 | Kinda decent at Smash Ultimate | Legendary Temecula shitposter | OUTBUDDIES DX any%  WR holder"
"1002","no","#prop16 doesn't allow diversity as the ballot language says, it only allows government backed racial discrimination.

Don't be fooled!

Vote No on #prop16!

The #poll report on #prop16 is page 10:

https://t.co/G3xKo0dM7R https://t.co/gUgp52ADjc","no","no","iloveangxls01","musician / she/her / resource links to help blm, yemen, palestine, lgbtq+ rights etc. are in my pinned and linked below !!"
"1003","yes","Recruiting and retaining educators of color encourages students AND educators to thrive. Vote YES on #Prop16 to enable targeted strategies for #CAHigherEd. More on how to support parenting, unhoused students like Marie in our #HearMyVoice report https://t.co/agVTcgWnRL https://t.co/q72D2uI5be","yes","no","Kaplan4Kids","Natomas School Board Member, Mother, Attorney, Education Advocate. Fighting 4 All Kids. Surviving #COVID19 pandemic w/ sarcastic posts. Kaplan4kids@gmail.com"
"1004","no","Why is the @ACLU supporting California's #Prop16? Prop 16 seeks to overturn California's voter-approved anti-discrimination law enshrined in the California Constitution.

Why would the @ACLU want the government to discriminate?

Californians, VOTE NO on #Prop16! NO DISCRIMINATION https://t.co/rWlOPfSIDw","no","no","dabogda","Producer of Solutions, I make 800lb Gorillas dance to a common tune. Former Cisco, Intuit. DevOps, Cloud, Web, Disruption."
"1005","no","We have to fight back! We have to do the right thing! Say no to state-sanctioned discrimination! No #Prop16!https://t.co/xQ9HHIJJXc","yes","no","LWYERUP","J.D., Advocate, Entrepreneur, Innovator"
"1006","no","Vote no on #prop16!!! https://t.co/MqBj8w9UtD","yes","no","dmlcustom","Independent turned Red...MAGA 2020"
"1007","no","Vote no on #prop16 https://t.co/l3Z4DKgSdn","yes","no","dmlcustom","Independent turned Red...MAGA 2020"
"1008","no","#prop16 doesn't allow diversity as the ballot language says, it only allows government backed racial discrimination.

Don't be fooled!

Vote No on #prop16!

The #poll report on #prop16 is page 10:

https://t.co/G3xKo0dM7R https://t.co/gUgp52ADjc","no","yes","2Braptured777","#BuildTheWall #FillTheSeat #MAGA #Trump <U+2764><U+FE0F><U+0001F1FA><U+0001F1F8> #NRA #2A #conservative #Christian #constitution Fighting against Globalists swamp in DC #Truth #Capitalism"
"1009","no","https://t.co/8dtzNkCZyV If #prop16 passes, Asian Americans will face the same discrimination by those private institutions. It is illegal and it is discrimination, pure and simple.","yes","no","Anthony95019665","#NoACA5 #MeritOverRacism #ACA5IsRacism #VoteNoOnACA5 #FavoritismIsDiscrimination #NoRacialQuota"
"1010","yes","Part of the #Progressive vision requires a downtrodden underclass they can act as <U+0093>Saviors<U+0094> to. 

It<U+0092>s why they spend millions encouraging drug addiction (#SanFrancisco), and millions more trying to stop the success of Asian Americans (#Prop16) who have rejected White Saviors. https://t.co/RsTYzneIoc","no","no","MatthewDelCarlo","Principal of the DelCarloGroup - A public & government affairs firm. Native San Franciscan, former @CYRFGOP Chairman. http://Instagram.com/MatthewDelCarlo"
"1011","no","The #poll of over 1,700 found 47% would vote no on #Prop16, 31% yes and 22% undecided.

A biased poll still got the right responses, let that sink in.

Watch this CFER official video, like &amp; RT!
Don't Divide Us: Vote No on #Prop16!
https://t.co/xpB6MzhOZV

https://t.co/uOLidIToX2","no","yes","Ryanexpress77","USC Football, Angels Baseball, John Wayne, and Lone Ranger fan. Taxed Enough Already   #LNYHBT #Hannity"
"1012","no","More pictures from #Milpitas car rally protesting #prop16!

 Prop 16 doesn<U+0092>t solve the problem, it only created more problem.

Reform K-12 education, strengthen the foundation!

Vote NO On #prop16! https://t.co/nD0yjs5yy8","no","yes","Ryanexpress77","USC Football, Angels Baseball, John Wayne, and Lone Ranger fan. Taxed Enough Already   #LNYHBT #Hannity"
"1013","no","I am ""horrified"" that UC Regent Sherry Lansing is ""horrified"" about polls showing that #Prop16 is losing. Get the appointed Regents to reflect the state's demographics first, then you can be ""horrified."" Until then, #NoOnProp16","yes","no","EOu40UIdzk",NA
"1014","no","Here it is!

@KTVU on our car rally at Milpitas.

Vote No On #prop16!

We do not need a caste system here in the USA https://t.co/70exiV6bjt","no","no","Yap1776",NA
"1015","no","This poll is good news but we can't rest on our laurels. We need to keep getting the word out l! #Prop16 will bring back racial preferences and discrimination. It's the wrong direction for California. 

https://t.co/Al7Njo7FUO","no","no","Yap1776",NA
"1016","no","@SoquelCreek @ACLU To keep the Asians out of the collages: Still have seen no comments re #Prop16 from @tedlieu; As a strong opponent of Asian discrimination interested o his view #Prop16.","no","yes","Schismocracy","Gender non-Newtonian fluid. Vi/Vim. Tweets are not to be trusted; oppressed by the virtue of being on the right side of history. Glauconian. Parler: @Schism"
"1017","no","Why is the @ACLU supporting California's #Prop16? Prop 16 seeks to overturn California's voter-approved anti-discrimination law enshrined in the California Constitution.

Why would the @ACLU want the government to discriminate?

Californians, VOTE NO on #Prop16! NO DISCRIMINATION https://t.co/rWlOPfSIDw","no","yes","Schismocracy","Gender non-Newtonian fluid. Vi/Vim. Tweets are not to be trusted; oppressed by the virtue of being on the right side of history. Glauconian. Parler: @Schism"
"1018","no","We have to fight back! We have to do the right thing! Say no to state-sanctioned discrimination! No #Prop16!https://t.co/xQ9HHIJJXc","yes","no","AsianAmericanV1","Change;actions;hope;persist;resist"
"1019","yes","A very tough poll and weak support for #Prop16, even with with all the Dem politicians, Hollywood, &amp; corporate money. If true a blessing. https://t.co/rYqvzTk4Xn","yes","no","AsianAmericanV1","Change;actions;hope;persist;resist"
"1020","no","Here it is!

@KTVU on our car rally at Milpitas.

Vote No On #prop16!

We do not need a caste system here in the USA https://t.co/70exiV6bjt","yes","no","AsianAmericanV1","Change;actions;hope;persist;resist"
"1021","no","Daily Practice of ""Saying No on #Prop16""

Poster: Keep Discrimination Illegal!

For more flyers:
https://t.co/TSqWDP9lso

#UnityNotDivision https://t.co/3h4yQaQuyP","yes","no","AsianAmericanV1","Change;actions;hope;persist;resist"
"1022","yes","PPIC Poll - Proposition 16 (Reinstatement of Affirmative Action):
No (@ECalifornians) - 47%
@yesprop16 - 31%
#Prop16","yes","no","fangong2020","immigrant from China and a conservative living in California"
"1023","no","Thank you @KTVU for covering our #Milpitas car rally protesting #prop16!

I<U+0092>ve recorded the preview version, would appreciate if anybody has gotten the full version of the interview?

Great job team #NoProp16! https://t.co/sIlam9i0aB","yes","no","fangong2020","immigrant from China and a conservative living in California"
"1024","no","The Korea Daily is opposed to #prop16 too.

Of course! Who will want a racially discriminating #California?

Vote No on #prop16!

<U+C624><U+B294> 11<U+C6D4>3<U+C77C> <U+C120><U+AC70> <U+B54C> <U+CC2C><U+BC18><U+C744> <U+C815><U+D560> <U+BC1C><U+C758><U+C548> <U+C911> <U+AC00><U+C7A5> <U+BBFC><U+AC10><U+D558><U+ACE0><U+B3C4> <U+B17C><U+B780><U+C774> <U+D070> <U+AC8C> <U+C18C><U+C218><U+ACC4> <U+C6B0><U+B300><U+C815><U+CC45><U+C758> <U+BD80><U+D65C> <U+C5EC><U+BD80><U+B2E4>. 

https://t.co/yp4t8wRhDm

Please RT! https://t.co/Jz7Q5Y5mrp","yes","no","fangong2020","immigrant from China and a conservative living in California"
"1025","neutral","@1ruthlessmom @realJWN @blehble30234377 @SaviRoman @MattHaneySF So everyone who supports #prop16 is automatically racist? There are about a trillion groups throughout California who support the prop - including many Asian groups. They're all racist too?","yes","no","launchpat","Science advocate. Flight, bicycle, space, and transportation enthusiast. Critical/skeptical free thinker. Nature and bird lover. Amateur astronomer. Atheist."
"1026","no","Vote no on #prop16 https://t.co/l3Z4DKgSdn","yes","no","litupearth",NA
"1027","no","Thank you @KTVU for covering our #Milpitas car rally protesting #prop16!

I<U+0092>ve recorded the preview version, would appreciate if anybody has gotten the full version of the interview?

Great job team #NoProp16! https://t.co/sIlam9i0aB","yes","no","litupearth",NA
"1028","no","Please sign up for yard sign and vote no on #Prop16 to keep discrimination illegal! https://t.co/qnmIVNnaYg","yes","no","litupearth",NA
"1029","no","Why is the @ACLU supporting California's #Prop16? Prop 16 seeks to overturn California's voter-approved anti-discrimination law enshrined in the California Constitution.

Why would the @ACLU want the government to discriminate?

Californians, VOTE NO on #Prop16! NO DISCRIMINATION https://t.co/rWlOPfSIDw","yes","yes","gallifreyan","Techie & Whovian since '83. Cisco Datacenter TSA. My words, not my employer's. https://t.co/TpBlSu1Tiq https://t.co/j2vp4CluWq also gallifreyan on minds and parler once in a while"
"1030","no","@SoquelCreek @ACLU To keep the Asians out of the collages: Still have seen no comments re #Prop16 from @tedlieu; As a strong opponent of Asian discrimination interested o his view #Prop16.","yes","yes","gallifreyan","Techie & Whovian since '83. Cisco Datacenter TSA. My words, not my employer's. https://t.co/TpBlSu1Tiq https://t.co/j2vp4CluWq also gallifreyan on minds and parler once in a while"
"1031","no","#prop16=edequity https://t.co/3uRkScaxSM","no","no","Melodiekbaker","Math-Education Advocate, Rockefeller Institute of Government Fellow, Wife, Mother,"
"1032","yes","If San Fransisco Giants support #PROP16 they should of added Yaisel Puig to bring diversity and skill to the team. #capolitics.","yes","no","inlandmunson","Political activist, writer, warehouse worker."
"1033","no","According to the NEWLY RELEASED #California Asian American Voter Survey, just as many #AsianAmerican registered voters support reinstating #AffirmativeAction as are undecided about #Prop16 - 36%.

Only 22% of Asian Americans oppose #Prop16, but there's lots of room for persuasion https://t.co/rfQKxqK1n3","yes","yes","jesthevu","opinions r mine | #AsianAmerican pop culture nerd | @SouthernAsians | @ProjYellowDress | @vote2020project | #VietPride | <U+2663><U+FE0F>"
"1034","no","Why is the @ACLU supporting California's #Prop16? Prop 16 seeks to overturn California's voter-approved anti-discrimination law enshrined in the California Constitution.

Why would the @ACLU want the government to discriminate?

Californians, VOTE NO on #Prop16! NO DISCRIMINATION https://t.co/rWlOPfSIDw","yes","yes","NorCalCrush","CA Conservatives Reclaiming US Heritage by Harvesting the Power of Knowledge. It's Time to Take Back California.
P.S.: Our banner was modified by Allan Sluis."
"1035","no","New poll finds shaky support for #Prop16 to restore affirmative action in California - 31% of likely California voters surveyed said they would vote for it, while 47% said they oppose it. The remainder, 22%, were undecided. https://t.co/WRG7zJxQlK","yes","no","SteveLessner","Elsa's husband"
"1036","no","Why is the @ACLU supporting California's #Prop16? Prop 16 seeks to overturn California's voter-approved anti-discrimination law enshrined in the California Constitution.

Why would the @ACLU want the government to discriminate?

Californians, VOTE NO on #Prop16! NO DISCRIMINATION https://t.co/rWlOPfSIDw","no","no","pitterpatter31",NA
"1037","no","@junecutter is key to the #CAGOPComeback! She is passionately  against #Prop16 and running against crooked sellout @BMaienschein. He has all the special interest money on his side. She is 100% grassroots funded so if you can give, please help June #TakeBack77! #LeadRight #VoteRED https://t.co/hrsu38wMSm","yes","no","junecutter","<U+0001F33F> Philippians 4:8 <U+0095> Candidate for California<U+0092>s #AD77 <U+0095> Cutter for Assembly 2020 <U+0095> FPPC ID #1415918"
"1038","no","According to the NEWLY RELEASED #California Asian American Voter Survey, just as many #AsianAmerican registered voters support reinstating #AffirmativeAction as are undecided about #Prop16 - 36%.

Only 22% of Asian Americans oppose #Prop16, but there's lots of room for persuasion https://t.co/rfQKxqK1n3","no","yes","JadeLuckClub","Celebrating Asian American Creativity and Nails Willing to Stick Up!"
"1039","no","More than 1 in 4 registered #AsianAmerican voters are still persuadable on #Prop15 and #Prop16, according to the @AAPIData survey.

https://t.co/jd7bHnnk08","yes","no","aapimilforbiden","AAPI Millennials For Biden is to mobilize young AAPI voters in supporting Joe Biden for President. This account is not affiliated with Biden For President."
"1040","no","@junecutter is key to the #CAGOPComeback! She is passionately  against #Prop16 and running against crooked sellout @BMaienschein. He has all the special interest money on his side. She is 100% grassroots funded so if you can give, please help June #TakeBack77! #LeadRight #VoteRED https://t.co/hrsu38wMSm","no","yes","peterkuoGOP","CRP Vice Chair. Proud father of 3. Insurance Agent, Entrepreneur, Business Consultant, and Venture Capitalist. #myGOPstory"
"1041","no","This poll is good news but we can't rest on our laurels. We need to keep getting the word out l! #Prop16 will bring back racial preferences and discrimination. It's the wrong direction for California. 

https://t.co/Al7Njo7FUO","no","yes","peterkuoGOP","CRP Vice Chair. Proud father of 3. Insurance Agent, Entrepreneur, Business Consultant, and Venture Capitalist. #myGOPstory"
"1042","no","@SoquelCreek @ACLU To keep the Asians out of the collages: Still have seen no comments re #Prop16 from @tedlieu; As a strong opponent of Asian discrimination interested o his view #Prop16.","no","no","1999jpk","Business owner and Father from Northern California"
"1043","no","According to the NEWLY RELEASED #California Asian American Voter Survey, just as many #AsianAmerican registered voters support reinstating #AffirmativeAction as are undecided about #Prop16 - 36%.

Only 22% of Asian Americans oppose #Prop16, but there's lots of room for persuasion https://t.co/rfQKxqK1n3","no","no","sakamoto_arthur","Sociology"
"1044","yes","RNs endorse #Prop16 to restore affirmative action

Nurses see how race and wealth intersect to affect the health of patients. Social determinants of health can mean the difference between life and death. That is why RNs say #yesonprop16!

Press Release<U+27A1><U+FE0F> https://t.co/Xcua3c4v23 https://t.co/96ELsReoIA","no","yes","BillWongLLC","Pandas prove that Black, White, and Asian = adorable."
"1045","no","According to the NEWLY RELEASED #California Asian American Voter Survey, just as many #AsianAmerican registered voters support reinstating #AffirmativeAction as are undecided about #Prop16 - 36%.

Only 22% of Asian Americans oppose #Prop16, but there's lots of room for persuasion https://t.co/rfQKxqK1n3","no","yes","BillWongLLC","Pandas prove that Black, White, and Asian = adorable."
"1046","no","This poll shows that racism has no place anywhere in California, vote NO on #prop16 https://t.co/mtiVCriz6R","yes","yes","VijayIngam","I wrote my UCLA Master's Thesis on China's Healthcare System. Let me tell you what really caused the pandemic. NEW BOOK<U+0001F4D8><U+2B07> Seen on Fox, CNN & China Central TV."
"1047","neutral","@netflix Netflix<U+0092>s Reed @reedhastings and his wife were lied to about the true nature of #Prop16 and they innocently dropped a million $$$ to support this anti civil rights bill #Prop16! It is not too late to learn the truth! @reedhastings @1ruthlessmom <U+2764><U+FE0F>Do the right thing! https://t.co/BBnmEJYlDA https://t.co/5mBJt8F9SL","yes","yes","VijayIngam","I wrote my UCLA Master's Thesis on China's Healthcare System. Let me tell you what really caused the pandemic. NEW BOOK<U+0001F4D8><U+2B07> Seen on Fox, CNN & China Central TV."
"1048","no","@TamikaGHamilton Tamika, we hope that you can stand up to #prop16. #prop16 will allow government to use race, sex, or ethnicity, specifically in the areas of public employment, public contracting, and public education. People should be judged by their characters, not skin colors. https://t.co/0Ocf2UyLAK","no","yes","gin4646","Mother & wife.<U+0001F64F><U+0001F3FB><U+2764><U+FE0F><U+0001F1FA><U+0001F1F8> . <U+2764><U+FE0F>USA. Was in publishing & education. USA traveler. KAG , Living in the BEST country in the world USA <U+0001F1FA><U+0001F1F8> supports military,pro-life"
"1049","no","According to the NEWLY RELEASED #California Asian American Voter Survey, just as many #AsianAmerican registered voters support reinstating #AffirmativeAction as are undecided about #Prop16 - 36%.

Only 22% of Asian Americans oppose #Prop16, but there's lots of room for persuasion https://t.co/rfQKxqK1n3","no","no","Adjua_Adama","Teacher, Maryland Public. Pilot: COMMERCIAL, instrument, single-engine land, multi-engine land. Here We Go Steelers. Proud Penn State Alum."
"1050","no","According to the NEWLY RELEASED #California Asian American Voter Survey, just as many #AsianAmerican registered voters support reinstating #AffirmativeAction as are undecided about #Prop16 - 36%.

Only 22% of Asian Americans oppose #Prop16, but there's lots of room for persuasion https://t.co/rfQKxqK1n3","no","yes","JLeeSoc","Julian Clarence Levi Professor of Social Sciences @Columbia & President @ESSnet | #AsianAmericanAchievementParadox | @AAPIData | #Yogi<U+0001F9D8><U+200D><U+2640><U+FE0F> | #Kaia's Human <U+0001F981>"
"1051","neutral","@mosheroperandi @yimbyaction I like it. BLM and Fewer Asians in colleges. #Prop16.","yes","no","davantagedupain","Franchement...."
"1052","yes","Isn<U+0092>t it amazing that #KamalaHarris has championed two different bills that will result in caste systems in this cycle? #Prop16 and #S386 <U+0001F61D> what a genius! https://t.co/uVYNR2MkTH","no","yes","forskilled","Country of birth is not a Skill. Diversity is not a skill. 
#S386 #YESS386 #S386IsFair #GreenCardEquality
Retweets are not endorsements. Tweets for awareness"
"1053","yes","Isn<U+0092>t it amazing that #KamalaHarris has championed two different bills that will result in caste systems in this cycle? #Prop16 and #S386 <U+0001F61D> what a genius! https://t.co/uVYNR2MkTH","no","no","pvenkiraju","IT Software Professional. Trying best to be HAPPY and stay HEALTHY!!!"
"1054","yes","Isn<U+0092>t it amazing that #KamalaHarris has championed two different bills that will result in caste systems in this cycle? #Prop16 and #S386 <U+0001F61D> what a genius! https://t.co/uVYNR2MkTH","no","no","pethamerica","1st gen Chinese American. Pro-freedom, that<U+0092>s why I chose America. Distressed by how hard China is trying to influence 2020 election and the Dems ignore it."
"1055","no","#blackprop16 prop 16 was created by an American descendant of slavery because there was a lack of opportunity for those descending from slavery, Jim Crow &amp; many more sanctioned atrocities by the US. Let<U+0092>s make sure that #prop16 prioritizes those who it was made by and for! #ados","no","no","iggious2014",NA
"1056","no","#blackprop16 prop 16 was created by an American descendant of slavery because there was a lack of opportunity for those descending from slavery, Jim Crow &amp; many more sanctioned atrocities by the US. Let<U+0092>s make sure that #prop16 prioritizes those who it was made by and for! #ados","no","yes","SandyDarity","Third print run of From Here to Equality is now fully available."
"1057","no","#blackprop16 prop 16 was created by an American descendant of slavery because there was a lack of opportunity for those descending from slavery, Jim Crow &amp; many more sanctioned atrocities by the US. Let<U+0092>s make sure that #prop16 prioritizes those who it was made by and for! #ados","yes","yes","AdosSociologist","<U+0001F1FA><U+0001F1F8>#ADOS advocate,  reparationist and victorious victim <U+0001F1FA><U+0001F1F8>"
"1058","no","Supporters of #Prop16 will deny they seek quotas. Instead, they want race/gender-based outcomes to be predetermined by government agencies and delegates through the practice of discrimination &amp; preferences. Got it. Not a quota, just a caste system. Feel much better. #NoOnProp16","yes","yes","SFGotham","<U+0093>Sunlight is the best disinfectant<U+0094><U+0001F31E>Independent researcher exposing SF crime, public health/safety issues, & corruption/failures of public officials/policies"
"1059","yes",".@LAClippers owner and former @Microsoft CEO Steve  Ballmer backs #Prop16 together with his wife Connie. Together they're contributing $1m to @yesprop16. Will that and the other $10m+ the campaign has gotten be enough to persuade Californians to again permit affirmative action? https://t.co/MTv8eWZTYx","no","no","GovernmentNerd","CA State Govt Bureaucrat <U+0001F9A5> Absurdity Connoisseur <U+0001F92F>Bringer of Snark<U+0001F9C2>#TitlesTitlesTitles #MPPA<U+0001F41D>#MadeAtSacState<U+0001F393> No <U+0001F441>in team No U in Me <U+0001F6A7>Opinions<U+0001F5E3> my own<U+0001F6A7>"
"1060","yes","Recruiting and retaining educators of color encourages students AND educators to thrive. Vote YES on #Prop16 to enable targeted strategies for #CAHigherEd. More on how to support parenting, unhoused students like Marie in @edtrustwest report #HearMyVoice. https://t.co/qEBzUaLQBG https://t.co/jWCnY8MTO7","no","no","BlkKidsCantWait","Believing it's time to increase and sustain Black kids academic achievement now! They don't have time to wait."
"1061","no","#Prop16 to restore #affirmativeaction in CA is struggling to gain support. 

Why? It may have to do with the measure's confusing wording. https://t.co/iHdIWL05ds https://t.co/E8BUjUzJeD","no","no","darrylyip","I like @Pixar, fighting systemic racism, and urban planning. #YesOn15, #YesOnProp16, #YesOn21; No on 22. If you<U+0092>re a troll, expand your worldview."
"1062","no","#Prop16 to restore #affirmativeaction in CA is struggling to gain support. 

Why? It may have to do with the measure's confusing wording. https://t.co/iHdIWL05ds https://t.co/E8BUjUzJeD","no","yes","abc7newsbayarea","#1 source for breaking news, weather, and sports in the Bay Area. Share photos, vids and tips by tagging tweets #abc7now. You may see them here or on ABC7 News!"
"1063","yes","AT 5 - The latest poll on #prop16 isn't looking promising across #CA... especially here in the #Bayarea. I'll explain in 2 minutes. https://t.co/yqLzoTILoz","no","yes","abc7newsbayarea","#1 source for breaking news, weather, and sports in the Bay Area. Share photos, vids and tips by tagging tweets #abc7now. You may see them here or on ABC7 News!"
"1064","no","#Prop16 to restore #affirmativeaction in CA is struggling to gain support. 

Why? It may have to do with the measure's confusing wording. https://t.co/mPY9SZbNOr","no","yes","abc7newsbayarea","#1 source for breaking news, weather, and sports in the Bay Area. Share photos, vids and tips by tagging tweets #abc7now. You may see them here or on ABC7 News!"
"1065","no","Who is the one to submit the first reason Why Vote No on #Prop16?

https://t.co/x54DrcOrer

@tobeequal @GailHeriot @VijayIngam @tandon4congress @CA4equalrights @ricshar333 @SophiaL81330160 @sensible_voter @UsaNisha @L2ChangCA @edifiquest @kennymxu @markdfabela @StephenMPinto","no","no","lindaJ22016","May God bless America to always be the great country I came to."
"1066","yes","Thank you Professor Joseph E. Yi for endorsing our ""No On #prop16 "" campaign!

Looking forward to working more with you on this just cause!

Vote No on #Prop16!

@CA4equalrights @GailHeriot @tobeequal @GZtoGhetto @wu_wenyuan 
https://t.co/BJPgC08PNI","no","no","lindaJ22016","May God bless America to always be the great country I came to."
"1067","no","California Dems repeat on one big lie over and over. #Prop16 will not open up opportunities for URMs, It only legalize the gov to cherry-pick <U+0093>on the basis of race<U+0094> in public education and employment. opportunity as individuals. Vote No on #Prop16. https://t.co/QG9aNC0pLy","no","no","lindaJ22016","May God bless America to always be the great country I came to."
"1068","yes","PPIC Poll - Proposition 16 (Reinstatement of Affirmative Action):
No (@ECalifornians) - 47%
@yesprop16 - 31%
#Prop16","no","no","lindaJ22016","May God bless America to always be the great country I came to."
